term,raw_count_domain,tf,df_wikipedia,idf,tfidf_score,in_wikipedia,below_min_df
corossion,2,1.693147,1,15.979882,27.056292,true,true
anti,137,5.919981,180508,4.569493,27.051311,true,false
lot,79,5.369448,113122,5.036798,27.044824,true,false
root,29,4.367296,37058,6.152762,26.870933,true,false
reference,103,5.634729,148214,4.76661,26.858554,true,false
wet,28,4.332205,36362,6.171722,26.737161,true,false
unreadable,5,2.609438,622,10.238482,26.716684,true,false
contact,64,5.158883,98160,5.178665,26.716125,true,false
interlock,5,2.609438,625,10.233679,26.704149,true,false
report,144,5.969813,198869,4.472622,26.70072,true,false
frame,43,4.7612,64458,5.599244,26.659122,true,false
satisfactory,12,3.484907,8292,7.649862,26.659054,true,false
axis,25,4.218876,32043,6.298164,26.57117,true,false
customer,23,4.135494,28240,6.424499,26.568478,true,false
system,651,7.47851,499928,3.550808,26.554748,true,false
looseness,4,2.386294,256,11.123953,26.545026,true,false
deposit,16,3.772589,16044,6.989876,26.369929,true,false
complition,2,1.693147,2,15.574417,26.36978,true,true
residu,2,1.693147,2,15.574417,26.36978,true,true
visable,2,1.693147,2,15.574417,26.36978,true,true
case,232,6.446737,296092,4.0746,26.267876,true,false
checklist,11,3.397895,7659,7.729262,26.263222,true,false
serial,29,4.367296,42778,6.009226,26.244069,true,false
anodizing,3,2.098612,67,12.453521,26.135113,true,false
max,47,4.850148,80198,5.380763,26.097493,true,false
specification,15,3.70805,15319,7.036114,26.090266,true,false
shim,6,2.791759,1574,9.311018,25.994124,true,false
revision,18,3.890372,22174,6.666308,25.934417,true,false
blad,4,2.386294,331,10.867894,25.933994,true,false
lead,294,6.68358,360101,3.878886,25.924846,true,false
tension,21,4.044522,28926,6.400498,25.886959,true,false
innerliner,2,1.693147,3,15.286735,25.882691,true,true
suface,2,1.693147,3,15.286735,25.882691,true,true
limiet,2,1.693147,3,15.286735,25.882691,true,true
spool,5,2.609438,858,9.91726,25.878474,true,false
wrong,32,4.465736,53614,5.783445,25.827337,true,false
assembly,114,5.736198,194746,4.493572,25.776023,true,false
test,72,5.276666,131950,4.882843,25.765132,true,false
completion,39,4.663562,71076,5.50151,25.65663,true,false
abnormal,11,3.397895,9162,7.5501,25.654449,true,false
door,44,4.78419,81811,5.36085,25.647321,true,false
corner,52,4.951244,98325,5.176985,25.632515,true,false
contr,3,2.098612,87,12.195692,25.594029,true,false
insitu,3,2.098612,87,12.195692,25.594029,true,false
transmitter,15,3.70805,17531,6.901246,25.590166,true,false
button,15,3.70805,17645,6.894764,25.566133,true,false
cool,26,4.258097,43060,6.002656,25.559888,true,false
exchang,2,1.693147,4,15.063591,25.504877,true,true
foundin,2,1.693147,4,15.063591,25.504877,true,true
evener,2,1.693147,4,15.063591,25.504877,true,true
sulphidation,2,1.693147,4,15.063591,25.504877,true,true
volatile,10,3.302585,7826,7.707694,25.455316,true,false
ceramic,12,3.484907,12205,7.263346,25.312083,true,false
chain,38,4.637586,74943,5.448532,25.268039,true,false
temperature,32,4.465736,61400,5.647847,25.221795,true,false
outher,2,1.693147,5,14.881269,25.196179,true,false
bumber,2,1.693147,5,14.881269,25.196179,true,false
thead,2,1.693147,5,14.881269,25.196179,true,false
disbonding,2,1.693147,5,14.881269,25.196179,true,false
fount,4,2.386294,453,10.554932,25.187174,true,false
play,373,6.921578,458615,3.63706,25.174198,true,false
spiral,13,3.564949,15317,7.036245,25.083857,true,false
anodized,4,2.386294,475,10.507611,25.074253,true,false
lpy,2,1.693147,6,14.727119,24.93518,true,false
oilsystem,2,1.693147,6,14.727119,24.93518,true,false
oxydation,2,1.693147,6,14.727119,24.93518,true,false
pop,63,5.143135,136661,4.847763,24.932698,true,false
vent,10,3.302585,9176,7.548573,24.929806,true,false
preservation,25,4.218876,48447,5.884783,24.827167,true,false
splatter,5,2.609438,1318,9.4884,24.75939,true,false
varnish,5,2.609438,1329,9.480095,24.737718,true,false
fadac,2,1.693147,7,14.593587,24.709091,true,false
benchwork,2,1.693147,7,14.593587,24.709091,true,false
open,253,6.533389,398087,3.778601,24.687069,true,false
lube,4,2.386294,568,10.329148,24.648389,true,false
glue,7,2.94591,4048,8.366804,24.647852,true,false
small,563,7.33328,606594,3.357412,24.620843,true,false
position,241,6.484797,395260,3.785727,24.549673,true,false
replace,39,4.663562,90463,5.260322,24.531834,true,false
switch,21,4.044522,40635,6.060619,24.512311,true,false
swirler,2,1.693147,8,14.475804,24.509667,true,false
inspectie,2,1.693147,8,14.475804,24.509667,true,false
rod,17,3.833213,29273,6.388574,24.488767,true,false
nicks,5,2.609438,1554,9.323798,24.329872,true,false
protection,53,4.970292,131670,4.884967,24.279713,true,false
task,32,4.465736,76225,5.431571,24.255962,true,false
pylon,5,2.609438,1645,9.266926,24.181467,true,false
spletter,2,1.693147,10,14.275134,24.169902,true,false
sfcm,2,1.693147,10,14.275134,24.169902,true,false
leading,171,6.141664,341412,3.932181,24.150131,true,false
sheet,18,3.890372,35296,6.201476,24.126046,true,false
polytetrafluoroethylene,3,2.098612,180,11.474532,24.080594,true,false
rapport,6,2.791759,3139,8.621051,24.0679,true,false
component,24,4.178054,54946,5.758905,24.061013,true,false
leak,9,3.197225,9439,7.520318,24.044144,true,false
detail,21,4.044522,46419,5.927543,23.974082,true,false
tooling,5,2.609438,1783,9.186416,23.971381,true,false
code,47,4.850148,125661,4.931678,23.919366,true,false
schield,2,1.693147,12,14.10808,23.887055,true,false
demper,2,1.693147,12,14.10808,23.887055,true,false
gereral,2,1.693147,12,14.10808,23.887055,true,false
cotter,5,2.609438,1857,9.145773,23.865327,true,false
delamination,3,2.098612,201,11.364761,23.850228,true,false
accordance,17,3.833213,34865,6.213761,23.818673,true,false
maximum,38,4.637586,102847,5.132021,23.800192,true,false
control,140,5.941642,318314,4.002232,23.779832,true,false
incoming,11,3.397895,16327,6.972392,23.691458,true,false
strud,2,1.693147,14,13.964979,23.644764,true,false
stud,8,3.079442,8226,7.657852,23.581908,true,false
flage,2,1.693147,15,13.90044,23.535491,true,false
jumper,9,3.197225,11082,7.359861,23.531129,true,false
wetting,4,2.386294,911,9.857389,23.522632,true,false
acoustic,20,3.995732,48353,5.886725,23.521776,true,false
table,56,5.025352,162448,4.67491,23.493064,true,false
strip,18,3.890372,41746,6.033646,23.473126,true,false
inventory,12,3.484907,20781,6.731186,23.457556,true,false
output,19,3.944439,45614,5.945037,23.449836,true,false
gearboxes,4,2.386294,947,9.818674,23.430247,true,false
dimension,12,3.484907,21084,6.716712,23.407113,true,false
hight,3,2.098612,249,11.151568,23.402818,true,false
disconnect,5,2.609438,2273,8.943733,23.338117,true,false
heavy,56,5.025352,167564,4.643902,23.337242,true,false
cover,69,5.234107,202841,4.452846,23.306672,true,false
broken,36,4.583519,108427,5.079187,23.280551,true,false
coupling,7,2.94591,6980,7.822081,23.043149,true,false
fire,78,5.356709,240510,4.282508,22.940147,true,false
inbound,5,2.609438,2650,8.790337,22.937838,true,false
flame,10,3.302585,16779,6.945086,22.936737,true,false
distortion,7,2.94591,7256,7.783307,22.928923,true,false
soft,20,3.995732,56211,5.736143,22.920093,true,false
handling,16,3.772589,40417,6.065998,22.884517,true,false
metallic,9,3.197225,13570,7.157338,22.883618,true,false
trimpin,2,1.693147,23,13.494975,22.848979,true,false
harne,2,1.693147,23,13.494975,22.848979,true,false
installation,16,3.772589,41829,6.03166,22.754972,true,false
cranking,3,2.098612,354,10.800911,22.666925,true,false
bellcrank,2,1.693147,26,13.377192,22.649555,true,false
linner,2,1.693147,27,13.340824,22.587979,true,false
eroded,7,2.94591,8237,7.656516,22.555408,true,false
electrician,5,2.609438,3074,8.641969,22.550681,true,false
insert,7,2.94591,8450,7.630989,22.480207,true,false
high,683,7.526495,890345,2.973663,22.381263,true,false
line,195,6.273,494257,3.562216,22.345779,true,false
curle,3,2.098612,425,10.61859,22.284303,true,false
residue,6,2.791759,5953,7.98121,22.28162,true,false
warning,15,3.70805,43027,6.003423,22.260992,true,false
foo,5,2.609438,3496,8.513368,22.215106,true,false
attachment,8,3.079442,12892,7.208589,22.198429,true,false
fitting,9,3.197225,16840,6.941457,22.193398,true,false
electr,2,1.693147,36,13.062111,22.116076,true,false
unna,3,2.098612,462,10.535302,22.109514,true,false
tag,10,3.302585,21611,6.692025,22.100982,true,false
service,206,6.327876,530345,3.491744,22.095324,true,false
stuck,10,3.302585,21882,6.679564,22.059827,true,false
chamber,24,4.178054,89128,5.275189,22.040023,true,false
environmental,26,4.258097,98715,5.173027,22.027247,true,false
partial,17,3.833213,55691,5.745437,22.023486,true,false
tape,12,3.484907,31501,6.315223,22.007961,true,false
backup,10,3.302585,22491,6.652114,21.969172,true,false
digital,38,4.637586,152951,4.735149,21.959664,true,false
level,127,5.844187,407055,3.756323,21.952653,true,false
braiding,3,2.098612,501,10.454429,21.939793,true,false
blanket,6,2.791759,6779,7.851297,21.918931,true,false
spherical,7,2.94591,10298,7.433227,21.897618,true,false
bench,13,3.564949,37451,6.142214,21.89668,true,false
air,89,5.488636,322949,3.987776,21.887453,true,false
dovetail,3,2.098612,517,10.423054,21.873948,true,false
birdstrike,2,1.693147,42,12.911829,21.861626,true,false
mark,63,5.143135,248761,4.248777,21.852033,true,false
authority,37,4.610918,152583,4.737558,21.844493,true,false
value,30,4.401197,123523,4.948838,21.780814,true,false
left,257,6.549076,628511,3.321918,21.755497,true,false
measured,13,3.564949,39751,6.082613,21.684209,true,false
concentricity,2,1.693147,47,12.801828,21.675379,true,false
par,9,3.197225,20149,6.762069,21.619854,true,false
deep,33,4.496508,144037,4.795196,21.561637,true,false
sight,12,3.484907,36225,6.175497,21.521029,true,false
disk,8,3.079442,16220,6.978967,21.491321,true,false
area,352,6.863631,765685,3.124501,21.445426,true,false
dampeners,2,1.693147,55,12.647677,21.414379,true,false
radius,8,3.079442,16686,6.950644,21.404101,true,false
titanium,5,2.609438,4853,8.185471,21.359477,true,false
arm,18,3.890372,72221,5.485529,21.340747,true,false
unpreserved,2,1.693147,60,12.562155,21.269577,true,false
boxen,2,1.693147,60,12.562155,21.269577,true,false
heat,17,3.833213,68583,5.537214,21.225324,true,false
boss,12,3.484907,39837,6.080452,21.189809,true,false
lip,7,2.94591,13211,7.184148,21.163855,true,false
plastic,11,3.397895,34440,6.226026,21.155384,true,false
buckle,4,2.386294,2547,8.829965,21.070895,true,false
transmission,12,3.484907,41249,6.045623,21.06843,true,false
hang,8,3.079442,18846,6.82892,21.02926,true,false
inspect,5,2.609438,5652,8.033087,20.961842,true,false
missing,72,5.276666,329666,3.967191,20.93354,true,false
correct,13,3.564949,49612,5.861021,20.894242,true,false
burr,5,2.609438,5956,7.980707,20.825158,true,false
resonance,6,2.791759,10081,7.454522,20.811232,true,false
additional,55,5.007333,272914,4.156113,20.811044,true,false
bypassed,5,2.609438,6117,7.954038,20.755569,true,false
software,18,3.890372,83965,5.334862,20.754595,true,false
parent,13,3.564949,52546,5.803566,20.689417,true,false
mising,2,1.693147,86,12.207121,20.668452,true,false
hangar,5,2.609438,6327,7.920289,20.667503,true,false
disassembly,3,2.098612,923,9.844317,20.659404,true,false
corrective,4,2.386294,3050,8.649804,20.640979,true,false
quantity,8,3.079442,21395,6.70207,20.638632,true,false
overhaul,6,2.791759,11058,7.362029,20.553014,true,false
airworthiness,3,2.098612,986,9.778359,20.520984,true,false
seating,8,3.079442,22420,6.655276,20.494532,true,false
dusty,5,2.609438,6811,7.846588,20.475184,true,false
protective,8,3.079442,22971,6.630998,20.419769,true,false
weld,4,2.386294,3373,8.549175,20.400847,true,false
electric,22,4.091042,120610,4.972703,20.34354,true,false
protrusion,3,2.098612,1080,9.687387,20.33007,true,false
general,200,6.298317,693029,3.2242,20.307037,true,false
trim,6,2.791759,12317,7.254212,20.252015,true,false
tru,3,2.098612,1169,9.60827,20.164033,true,false
losse,2,1.693147,118,11.893905,20.138132,true,false
available,52,4.951244,302405,4.053503,20.069882,true,false
unscheduled,3,2.098612,1226,9.560701,20.064206,true,false
safety,20,3.995732,116493,5.007434,20.008365,true,false
send,13,3.564949,63700,5.611073,20.003192,true,false
axle,5,2.609438,8186,7.662726,19.995408,true,false
paly,2,1.693147,130,11.797832,19.975465,true,false
mounts,5,2.609438,8257,7.654091,19.972876,true,false
reason,21,4.044522,125026,4.936744,19.966771,true,false
quad,5,2.609438,8357,7.642054,19.941467,true,false
smal,2,1.693147,133,11.775189,19.937128,true,false
bird,14,3.639057,73533,5.467526,19.89664,true,false
substitute,11,3.397895,50096,5.851312,19.882147,true,false
boeing,6,2.791759,14125,7.117257,19.869668,true,false
loosen,3,2.098612,1357,9.459261,19.851321,true,false
app,7,2.94591,21014,6.720037,19.796626,true,false
hanger,3,2.098612,1395,9.431663,19.793403,true,false
missin,2,1.693147,147,11.675817,19.768876,true,false
incorrect,6,2.791759,14703,7.077154,19.757712,true,false
noticed,8,3.079442,28726,6.407436,19.731325,true,false
bag,7,2.94591,21679,6.688883,19.70485,true,false
significant,38,4.637586,248928,4.248106,19.700957,true,false
pollution,7,2.94591,22571,6.648563,19.58607,true,false
bent,6,2.791759,15759,7.007799,19.564088,true,false
flake,3,2.098612,1584,9.304689,19.526935,true,false
bld,2,1.693147,172,11.519737,19.504611,true,false
movement,33,4.496508,229086,4.331172,19.475147,true,false
possible,35,4.555348,243401,4.270559,19.453884,true,false
pilot,14,3.639057,83235,5.343594,19.445644,true,false
pre,30,4.401197,210104,4.417666,19.443021,true,false
sing,10,3.302585,48554,5.882576,19.427709,true,false
flush,4,2.386294,5329,8.091922,19.309709,true,false
cord,5,2.609438,10708,7.394189,19.294677,true,false
extern,2,1.693147,198,11.379724,19.267548,true,false
elongation,3,2.098612,1810,9.171394,19.247201,true,false
element,11,3.397895,60463,5.663225,19.243047,true,false
diameter,10,3.302585,51484,5.823983,19.2342,true,false
pigtail,2,1.693147,202,11.359823,19.233852,true,false
doubler,2,1.693147,203,11.354909,19.225532,true,false
package,8,3.079442,33989,6.239207,19.213274,true,false
mismatch,3,2.098612,1893,9.126583,19.153158,true,false
upto,2,1.693147,214,11.302391,19.136611,true,false
booth,6,2.791759,18469,6.849126,19.121112,true,false
witch,6,2.791759,18742,6.834453,19.08015,true,false
bonding,4,2.386294,6161,7.946872,18.963576,true,false
brading,2,1.693147,241,11.184091,18.936312,true,false
allowable,3,2.098612,2103,9.021433,18.932491,true,false
light,36,4.583519,280039,4.130341,18.931497,true,false
thickness,5,2.609438,12457,7.242911,18.899926,true,false
locking,4,2.386294,6343,7.917764,18.894116,true,false
reducer,2,1.693147,250,11.147576,18.874487,true,false
unknown,22,4.091042,174038,4.605994,18.843318,true,false
connection,15,3.70805,108327,5.08011,18.837303,true,false
blades,5,2.609438,12796,7.216063,18.829868,true,false
tightening,3,2.098612,2220,8.967316,18.81892,true,false
normal,14,3.639057,101828,5.141979,18.711955,true,false
critical,25,4.218876,208803,4.423878,18.66379,true,false
fretting,2,1.693147,285,11.017037,18.653465,true,false
dispensation,3,2.098612,2410,8.885232,18.646657,true,false
deflection,3,2.098612,2485,8.854599,18.582369,true,false
internal,14,3.639057,105789,5.103818,18.573085,true,false
shielding,3,2.098612,2517,8.841809,18.555528,true,false
plugs,3,2.098612,2623,8.800574,18.468992,true,false
location,29,4.367296,255094,4.223638,18.445875,true,false
toque,2,1.693147,323,10.892285,18.442242,true,false
carryover,2,1.693147,328,10.876971,18.416313,true,false
dust,6,2.791759,23949,6.589305,18.395755,true,false
regulation,8,3.079442,45207,5.954,18.334994,true,false
cavity,4,2.386294,8021,7.683086,18.334104,true,false
chanel,3,2.098612,2813,8.730667,18.322284,true,false
elastomer,2,1.693147,351,10.809398,18.301901,true,false
hook,6,2.791759,24912,6.549884,18.2857,true,false
replacement,11,3.397895,80322,5.379218,18.278018,true,false
port,16,3.772589,139793,4.825104,18.203132,true,false
point,50,4.912023,429834,3.701872,18.183681,true,false
gas,11,3.397895,82834,5.348423,18.173381,true,false
craze,3,2.098612,3033,8.655392,18.164311,true,false
part,352,6.863631,1245078,2.638319,18.108451,true,false
hydro,4,2.386294,8851,7.58463,18.09916,true,false
tubing,3,2.098612,3186,8.606194,18.061064,true,false
grooving,2,1.693147,412,10.649581,18.031309,true,false
barrel,5,2.609438,17541,6.900676,18.006885,true,false
configuration,6,2.791759,27808,6.439914,17.978691,true,false
request,11,3.397895,87770,5.290542,17.976709,true,false
correction,4,2.386294,9418,7.522545,17.951006,true,false
criterion,4,2.386294,9956,7.466998,17.818455,true,false
advise,4,2.386294,10000,7.462589,17.807933,true,false
mat,4,2.386294,10138,7.448884,17.77523,true,false
visit,13,3.564949,121366,4.966455,17.705159,true,false
text,15,3.70805,147318,4.772673,17.697312,true,false
typical,11,3.397895,96214,5.198688,17.664599,true,false
xxx,3,2.098612,3858,8.414866,17.65954,true,false
center,47,4.850148,460954,3.631973,17.615606,true,false
failure,11,3.397895,97658,5.183792,17.613982,true,false
baffle,2,1.693147,553,10.355864,17.534002,true,false
rating,9,3.197225,72460,5.482225,17.527905,true,false
command,14,3.639057,141034,4.816266,17.526666,true,false
fillet,2,1.693147,617,10.24654,17.348901,true,false
detection,5,2.609438,22756,6.640401,17.327714,true,false
recommend,4,2.386294,12383,7.248868,17.297934,true,false
delivery,7,2.94591,49298,5.86737,17.284744,true,false
frond,2,1.693147,647,10.199138,17.268642,true,false
ground,21,4.044522,246287,4.258772,17.224699,true,false
marking,6,2.791759,36479,6.168509,17.220995,true,false
memory,10,3.302585,95018,5.211197,17.210421,true,false
pass,12,3.484907,125785,4.930692,17.183,true,false
present,41,4.713572,455416,3.64406,17.17654,true,false
impossible,7,2.94591,51294,5.82768,17.167823,true,false
trough,3,2.098612,4911,8.173592,17.153202,true,false
leaking,3,2.098612,5013,8.15304,17.110069,true,false
clogging,2,1.693147,722,10.08962,17.083211,true,false
large,53,4.970292,560332,3.436742,17.081613,true,false
integrated,8,3.079442,68278,5.541671,17.065253,true,false
department,36,4.583519,425948,3.710954,17.009228,true,false
adjustable,3,2.098612,5392,8.080172,16.957148,true,false
red,28,4.332205,347661,3.914043,16.956434,true,false
busing,2,1.693147,779,10.013735,16.954727,true,false
mis,3,2.098612,5518,8.057077,16.908681,true,false
trust,10,3.302585,104633,5.114805,16.892079,true,false
dampen,2,1.693147,822,9.960073,16.863869,true,false
horizontal,5,2.609438,27255,6.46,16.856969,true,false
extension,9,3.197225,89549,5.270476,16.850897,true,false
pit,5,2.609438,27363,6.456045,16.846649,true,false
doesn,7,2.94591,57349,5.716101,16.839119,true,false
scallop,2,1.693147,835,9.9444,16.837333,true,false
rib,3,2.098612,5718,8.02148,16.833976,true,false
heli,2,1.693147,847,9.930148,16.813203,true,false
slight,5,2.609438,27794,6.440417,16.80587,true,false
multiple,17,3.833213,217262,4.384165,16.80544,true,false
structural,6,2.791759,43170,6.000105,16.750849,true,false
equipment,11,3.397895,126644,4.923886,16.730848,true,false
perform,10,3.302585,109946,5.065275,16.728502,true,false
damaged,8,3.079442,76473,5.428323,16.716203,true,false
review,19,3.944439,251729,4.236917,16.712259,true,false
minimum,7,2.94591,59928,5.672113,16.709536,true,false
unknowed,1,1.0,0,16.673029,16.673029,false,false
leadingo,1,1.0,0,16.673029,16.673029,false,false
sealfrom,1,1.0,0,16.673029,16.673029,false,false
nosegill,1,1.0,0,16.673029,16.673029,false,false
strust,1,1.0,0,16.673029,16.673029,false,false
sealwire,1,1.0,0,16.673029,16.673029,false,false
cocing,1,1.0,0,16.673029,16.673029,false,false
mispositionering,1,1.0,0,16.673029,16.673029,false,false
isulation,1,1.0,0,16.673029,16.673029,false,false
fuelnozzle,1,1.0,0,16.673029,16.673029,false,false
fwdseal,1,1.0,0,16.673029,16.673029,false,false
tupical,1,1.0,0,16.673029,16.673029,false,false
delution,1,1.0,0,16.673029,16.673029,false,false
faninlet,1,1.0,0,16.673029,16.673029,false,false
piesce,1,1.0,0,16.673029,16.673029,false,false
severanl,1,1.0,0,16.673029,16.673029,false,false
fffh,1,1.0,0,16.673029,16.673029,false,false
unjf,1,1.0,0,16.673029,16.673029,false,false
hyudraulic,1,1.0,0,16.673029,16.673029,false,false
clockmissing,1,1.0,0,16.673029,16.673029,false,false
altinator,1,1.0,0,16.673029,16.673029,false,false
damperner,1,1.0,0,16.673029,16.673029,false,false
bearring,1,1.0,0,16.673029,16.673029,false,false
vlve,1,1.0,0,16.673029,16.673029,false,false
becw,1,1.0,0,16.673029,16.673029,false,false
samenozzle,1,1.0,0,16.673029,16.673029,false,false
ignitiom,1,1.0,0,16.673029,16.673029,false,false
nodeviation,1,1.0,0,16.673029,16.673029,false,false
leakge,1,1.0,0,16.673029,16.673029,false,false
sumpflow,1,1.0,0,16.673029,16.673029,false,false
lockhole,1,1.0,0,16.673029,16.673029,false,false
agbdampener,1,1.0,0,16.673029,16.673029,false,false
unjml,1,1.0,0,16.673029,16.673029,false,false
unkd,1,1.0,0,16.673029,16.673029,false,false
pmeumatic,1,1.0,0,16.673029,16.673029,false,false
startervalve,1,1.0,0,16.673029,16.673029,false,false
hoseclamp,1,1.0,0,16.673029,16.673029,false,false
multicrack,1,1.0,0,16.673029,16.673029,false,false
igniterside,1,1.0,0,16.673029,16.673029,false,false
sideto,1,1.0,0,16.673029,16.673029,false,false
birdgace,1,1.0,0,16.673029,16.673029,false,false
blendabel,1,1.0,0,16.673029,16.673029,false,false
piciture,1,1.0,0,16.673029,16.673029,false,false
bolthol,1,1.0,0,16.673029,16.673029,false,false
turnbuckel,1,1.0,0,16.673029,16.673029,false,false
picie,1,1.0,0,16.673029,16.673029,false,false
sulfiric,1,1.0,0,16.673029,16.673029,false,false
damagec,1,1.0,0,16.673029,16.673029,false,false
abradabe,1,1.0,0,16.673029,16.673029,false,false
clearnace,1,1.0,0,16.673029,16.673029,false,false
inspecton,1,1.0,0,16.673029,16.673029,false,false
sevral,1,1.0,0,16.673029,16.673029,false,false
fanpanel,1,1.0,0,16.673029,16.673029,false,false
saftywire,1,1.0,0,16.673029,16.673029,false,false
hydrualic,1,1.0,0,16.673029,16.673029,false,false
trfx,1,1.0,0,16.673029,16.673029,false,false
igniyion,1,1.0,0,16.673029,16.673029,false,false
fingding,1,1.0,0,16.673029,16.673029,false,false
errossion,1,1.0,0,16.673029,16.673029,false,false
bladeshave,1,1.0,0,16.673029,16.673029,false,false
contaimentcase,1,1.0,0,16.673029,16.673029,false,false
inletcowl,1,1.0,0,16.673029,16.673029,false,false
bushinhs,1,1.0,0,16.673029,16.673029,false,false
goutching,1,1.0,0,16.673029,16.673029,false,false
unbomded,1,1.0,0,16.673029,16.673029,false,false
scroud,1,1.0,0,16.673029,16.673029,false,false
straterduct,1,1.0,0,16.673029,16.673029,false,false
oilcover,1,1.0,0,16.673029,16.673029,false,false
completionkit,1,1.0,0,16.673029,16.673029,false,false
heatewr,1,1.0,0,16.673029,16.673029,false,false
boltset,1,1.0,0,16.673029,16.673029,false,false
unservceable,1,1.0,0,16.673029,16.673029,false,false
fanframe,1,1.0,0,16.673029,16.673029,false,false
fuelhose,1,1.0,0,16.673029,16.673029,false,false
idgoil,1,1.0,0,16.673029,16.673029,false,false
transpoert,1,1.0,0,16.673029,16.673029,false,false
strutpanels,1,1.0,0,16.673029,16.673029,false,false
preumatic,1,1.0,0,16.673029,16.673029,false,false
enigine,1,1.0,0,16.673029,16.673029,false,false
indification,1,1.0,0,16.673029,16.673029,false,false
partnummer,1,1.0,0,16.673029,16.673029,false,false
identifaction,1,1.0,0,16.673029,16.673029,false,false
addittional,1,1.0,0,16.673029,16.673029,false,false
highlock,1,1.0,0,16.673029,16.673029,false,false
anckor,1,1.0,0,16.673029,16.673029,false,false
douwnload,1,1.0,0,16.673029,16.673029,false,false
clockpos,1,1.0,0,16.673029,16.673029,false,false
coveringapprox,1,1.0,0,16.673029,16.673029,false,false
unnef,1,1.0,0,16.673029,16.673029,false,false
noticedold,1,1.0,0,16.673029,16.673029,false,false
fanblad,1,1.0,0,16.673029,16.673029,false,false
sealnot,1,1.0,0,16.673029,16.673029,false,false
startre,1,1.0,0,16.673029,16.673029,false,false
hudr,1,1.0,0,16.673029,16.673029,false,false
valvelock,1,1.0,0,16.673029,16.673029,false,false
exiterbox,1,1.0,0,16.673029,16.673029,false,false
fancable,1,1.0,0,16.673029,16.673029,false,false
benchcheck,1,1.0,0,16.673029,16.673029,false,false
ajustable,1,1.0,0,16.673029,16.673029,false,false
oilsensor,1,1.0,0,16.673029,16.673029,false,false
surfaceprotection,1,1.0,0,16.673029,16.673029,false,false
allowedto,1,1.0,0,16.673029,16.673029,false,false
limtit,1,1.0,0,16.673029,16.673029,false,false
blackanti,1,1.0,0,16.673029,16.673029,false,false
coatin,1,1.0,0,16.673029,16.673029,false,false
coatingparent,1,1.0,0,16.673029,16.673029,false,false
bearingmovement,1,1.0,0,16.673029,16.673029,false,false
surafce,1,1.0,0,16.673029,16.673029,false,false
beensent,1,1.0,0,16.673029,16.673029,false,false
severalminor,1,1.0,0,16.673029,16.673029,false,false
scrachte,1,1.0,0,16.673029,16.673029,false,false
anodazlyon,1,1.0,0,16.673029,16.673029,false,false
repairablelimit,1,1.0,0,16.673029,16.673029,false,false
releasecert,1,1.0,0,16.673029,16.673029,false,false
tubeservo,1,1.0,0,16.673029,16.673029,false,false
signsof,1,1.0,0,16.673029,16.673029,false,false
lekkage,1,1.0,0,16.673029,16.673029,false,false
crancking,1,1.0,0,16.673029,16.673029,false,false
draintube,1,1.0,0,16.673029,16.673029,false,false
heatexhanger,1,1.0,0,16.673029,16.673029,false,false
ecentricity,1,1.0,0,16.673029,16.673029,false,false
rubberis,1,1.0,0,16.673029,16.673029,false,false
exentricitie,1,1.0,0,16.673029,16.673029,false,false
exentric,1,1.0,0,16.673029,16.673029,false,false
dampenere,1,1.0,0,16.673029,16.673029,false,false
assymount,1,1.0,0,16.673029,16.673029,false,false
findinglpc,1,1.0,0,16.673029,16.673029,false,false
danpener,1,1.0,0,16.673029,16.673029,false,false
excenticity,1,1.0,0,16.673029,16.673029,false,false
rubberdampener,1,1.0,0,16.673029,16.673029,false,false
laekage,1,1.0,0,16.673029,16.673029,false,false
fuelheater,1,1.0,0,16.673029,16.673029,false,false
oilcooler,1,1.0,0,16.673029,16.673029,false,false
heatexchanger,1,1.0,0,16.673029,16.673029,false,false
drainline,1,1.0,0,16.673029,16.673029,false,false
fueldiff,1,1.0,0,16.673029,16.673029,false,false
trhust,1,1.0,0,16.673029,16.673029,false,false
wornball,1,1.0,0,16.673029,16.673029,false,false
insultation,1,1.0,0,16.673029,16.673029,false,false
centervent,1,1.0,0,16.673029,16.673029,false,false
placesmissing,1,1.0,0,16.673029,16.673029,false,false
wearspot,1,1.0,0,16.673029,16.673029,false,false
emoval,1,1.0,0,16.673029,16.673029,false,false
posistion,1,1.0,0,16.673029,16.673029,false,false
enviromentel,1,1.0,0,16.673029,16.673029,false,false
envouremental,1,1.0,0,16.673029,16.673029,false,false
innersurface,1,1.0,0,16.673029,16.673029,false,false
vlave,1,1.0,0,16.673029,16.673029,false,false
dificult,1,1.0,0,16.673029,16.673029,false,false
areab,1,1.0,0,16.673029,16.673029,false,false
missingabradable,1,1.0,0,16.673029,16.673029,false,false
inpackt,1,1.0,0,16.673029,16.673029,false,false
stotor,1,1.0,0,16.673029,16.673029,false,false
bladest,1,1.0,0,16.673029,16.673029,false,false
blenable,1,1.0,0,16.673029,16.673029,false,false
diformation,1,1.0,0,16.673029,16.673029,false,false
diletion,1,1.0,0,16.673029,16.673029,false,false
inamm,1,1.0,0,16.673029,16.673029,false,false
nozzlevane,1,1.0,0,16.673029,16.673029,false,false
andradial,1,1.0,0,16.673029,16.673029,false,false
crackfrom,1,1.0,0,16.673029,16.673029,false,false
limitacc,1,1.0,0,16.673029,16.673029,false,false
