term,raw_count_domain,tf,df_wikipedia,idf,tfidf_score,in_wikipedia,below_min_df
bar,6,2.791759,122052,4.960818,13.849411,true,false
lasat,1,1.0,16,13.839816,13.839816,true,false
airr,1,1.0,16,13.839816,13.839816,true,false
flang,1,1.0,16,13.839816,13.839816,true,false
mension,1,1.0,16,13.839816,13.839816,true,false
generic,3,2.098612,23975,6.58822,13.82612,true,false
hard,7,2.94591,160969,4.684056,13.798807,true,false
head,17,3.833213,476086,3.599673,13.798315,true,false
lyg,1,1.0,17,13.782657,13.782657,true,false
chaper,1,1.0,17,13.782657,13.782657,true,false
actual,5,2.609438,89122,5.275256,13.765453,true,false
egine,1,1.0,18,13.72859,13.72859,true,false
procent,1,1.0,18,13.72859,13.72859,true,false
unknow,1,1.0,18,13.72859,13.72859,true,false
press,12,3.484907,339477,3.937864,13.72309,true,false
video,11,3.397895,309096,4.031618,13.699017,true,false
defective,2,1.693147,5375,8.083329,13.686266,true,false
permi,1,1.0,19,13.677297,13.677297,true,false
omdat,1,1.0,19,13.677297,13.677297,true,false
salt,4,2.386294,56564,5.729883,13.673188,true,false
feed,4,2.386294,57069,5.720995,13.651978,true,false
status,8,3.079442,207107,4.432033,13.648187,true,false
total,16,3.772589,468170,3.61644,13.643341,true,false
centric,2,1.693147,5540,8.053099,13.635081,true,false
bothin,1,1.0,21,13.581986,13.581986,true,false
oter,1,1.0,21,13.581986,13.581986,true,false
confex,1,1.0,21,13.581986,13.581986,true,false
attachement,1,1.0,22,13.537535,13.537535,true,false
splash,2,1.693147,5881,7.993377,13.533963,true,false
vibration,2,1.693147,5970,7.978359,13.508536,true,false
trace,3,2.098612,27893,6.436862,13.508478,true,false
nose,3,2.098612,28007,6.432783,13.499918,true,false
base,8,3.079442,217692,4.382188,13.494691,true,false
lose,4,2.386294,61374,5.648271,13.478437,true,false
eith,1,1.0,24,13.454153,13.454153,true,false
grinding,2,1.693147,6167,7.945899,13.453576,true,false
coil,2,1.693147,6255,7.931733,13.429591,true,false
enj,1,1.0,25,13.414932,13.414932,true,false
sheild,1,1.0,25,13.414932,13.414932,true,false
anchor,3,2.098612,29590,6.377803,13.384536,true,false
meter,3,2.098612,29902,6.367315,13.362525,true,false
leg,4,2.386294,64611,5.596873,13.355788,true,false
aand,1,1.0,27,13.340824,13.340824,true,false
hardware,3,2.098612,30295,6.354258,13.335124,true,false
measure,4,2.386294,66504,5.567996,13.286879,true,false
blending,2,1.693147,6856,7.840004,13.27428,true,false
midspan,1,1.0,29,13.271832,13.271832,true,false
wuth,1,1.0,29,13.271832,13.271832,true,false
unke,1,1.0,29,13.271832,13.271832,true,false
short,14,3.639057,454549,3.645966,13.267878,true,false
ass,2,1.693147,6980,7.822081,13.243935,true,false
bill,7,2.94591,194527,4.494698,13.240975,true,false
noted,8,3.079442,236492,4.299355,13.239612,true,false
sleeving,1,1.0,30,13.239042,13.239042,true,false
chaffing,1,1.0,30,13.239042,13.239042,true,false
compl,1,1.0,30,13.239042,13.239042,true,false
erea,1,1.0,30,13.239042,13.239042,true,false
bundle,2,1.693147,7033,7.814518,13.231129,true,false
build,6,2.791759,153357,4.732499,13.211998,true,false
metical,1,1.0,31,13.207293,13.207293,true,false
lfu,1,1.0,32,13.176521,13.176521,true,false
old,19,3.944439,618298,3.338301,13.167726,true,false
rust,2,1.693147,7307,7.776304,13.166427,true,false
consult,2,1.693147,7372,7.767449,13.151434,true,false
packing,2,1.693147,7381,7.766229,13.149369,true,false
strater,1,1.0,33,13.146668,13.146668,true,false
pannel,1,1.0,33,13.146668,13.146668,true,false
spash,1,1.0,34,13.117681,13.117681,true,false
adge,1,1.0,35,13.08951,13.08951,true,false
section,8,3.079442,250166,4.243145,13.066517,true,false
turn,7,2.94591,206484,4.435046,13.065247,true,false
ogf,1,1.0,36,13.062111,13.062111,true,false
detailed,4,2.386294,73419,5.469077,13.050828,true,false
unthreaded,1,1.0,37,13.035443,13.035443,true,false
lht,1,1.0,37,13.035443,13.035443,true,false
reparable,1,1.0,37,13.035443,13.035443,true,false
metco,1,1.0,38,13.009467,13.009467,true,false
likey,1,1.0,39,12.984149,12.984149,true,false
improper,2,1.693147,8158,7.666152,12.979924,true,false
heve,1,1.0,40,12.959457,12.959457,true,false
conform,2,1.693147,8355,7.642294,12.939528,true,false
uter,1,1.0,41,12.935359,12.935359,true,false
locknut,1,1.0,41,12.935359,12.935359,true,false
multi,5,2.609438,122741,4.955189,12.930258,true,false
difference,4,2.386294,77288,5.417722,12.928279,true,false
performance,9,3.197225,308741,4.032768,12.893664,true,false
foor,1,1.0,43,12.888839,12.888839,true,false
stand,5,2.609438,125120,4.935992,12.880166,true,false
humidity,2,1.693147,8697,7.602181,12.87161,true,false
inservice,1,1.0,44,12.866366,12.866366,true,false
mior,1,1.0,45,12.844388,12.844388,true,false
proforma,1,1.0,46,12.822881,12.822881,true,false
white,13,3.564949,479017,3.593535,12.810772,true,false
hour,5,2.609438,128627,4.908349,12.808032,true,false
foil,2,1.693147,9077,7.55942,12.79921,true,false
unable,5,2.609438,129194,4.903951,12.796555,true,false
recheck,1,1.0,48,12.781209,12.781209,true,false
change,8,3.079442,275124,4.148048,12.773672,true,false
percent,4,2.386294,82756,5.349365,12.76516,true,false
version,9,3.197225,322580,3.988919,12.753471,true,false
acce,1,1.0,50,12.741203,12.741203,true,false
little,10,3.302585,370938,3.849236,12.712429,true,false
protector,2,1.693147,9655,7.497694,12.6947,true,false
wing,5,2.609438,135777,4.854252,12.66687,true,false
seath,1,1.0,54,12.665696,12.665696,true,false
areo,1,1.0,54,12.665696,12.665696,true,false
vulcanizing,1,1.0,55,12.647677,12.647677,true,false
retention,2,1.693147,10111,7.451551,12.616572,true,false
management,7,2.94591,240952,4.280672,12.610474,true,false
achor,1,1.0,58,12.595491,12.595491,true,false
authorization,2,1.693147,10274,7.43556,12.589497,true,false
main,16,3.772589,619142,3.336937,12.588892,true,false
sleath,1,1.0,63,12.514146,12.514146,true,false
miner,2,1.693147,10782,7.387303,12.507791,true,false
figure,5,2.609438,144347,4.793047,12.507157,true,false
project,9,3.197225,349214,3.909586,12.499824,true,false
disfiguration,1,1.0,64,12.498642,12.498642,true,false
brais,1,1.0,67,12.453521,12.453521,true,false
excentric,1,1.0,70,12.410349,12.410349,true,false
labyrint,1,1.0,70,12.410349,12.410349,true,false
investigation,4,2.386294,96082,5.200061,12.408877,true,false
good,9,3.197225,359882,3.879495,12.403616,true,false
file,3,2.098612,47474,5.90507,12.392453,true,false
omn,1,1.0,73,12.368964,12.368964,true,false
viton,1,1.0,74,12.355541,12.355541,true,false
pece,1,1.0,74,12.355541,12.355541,true,false
raport,1,1.0,74,12.355541,12.355541,true,false
previous,8,3.079442,315659,4.010608,12.350433,true,false
fill,3,2.098612,48643,5.880745,12.341404,true,false
rosan,1,1.0,80,12.27858,12.27858,true,false
twisted,2,1.693147,12383,7.248868,12.273401,true,false
degreed,1,1.0,81,12.26631,12.26631,true,false
circumstantially,1,1.0,82,12.254188,12.254188,true,false
shunk,1,1.0,82,12.254188,12.254188,true,false
dissol,1,1.0,84,12.230378,12.230378,true,false
shelf,2,1.693147,12893,7.208512,12.205071,true,false
sence,1,1.0,87,12.195692,12.195692,true,false
deze,1,1.0,89,12.173219,12.173219,true,false
special,9,3.197225,387595,3.80531,12.166431,true,false
lowe,2,1.693147,13534,7.159995,12.122925,true,false
waer,1,1.0,94,12.119152,12.119152,true,false
ligt,1,1.0,94,12.119152,12.119152,true,false
rest,6,2.791759,228702,4.332849,12.096273,true,false
retrieve,2,1.693147,13759,7.143508,12.09501,true,false
document,3,2.098612,57165,5.719314,12.002623,true,false
vibro,1,1.0,106,12.0002,12.0002,true,false
flight,4,2.386294,114475,5.024908,11.990911,true,false
grommet,1,1.0,107,11.990898,11.990898,true,false
inon,1,1.0,111,11.95453,11.95453,true,false
signal,3,2.098612,58554,5.695307,11.952242,true,false
basic,4,2.386294,116529,5.007125,11.948474,true,false
transportation,4,2.386294,117261,5.000863,11.933531,true,false
cicle,1,1.0,115,11.919439,11.919439,true,false
necessary,4,2.386294,118305,4.991999,11.912379,true,false
controller,2,1.693147,15470,7.026306,11.896571,true,false
robbery,2,1.693147,15499,7.024434,11.8934,true,false
erro,1,1.0,119,11.885537,11.885537,true,false
wordt,1,1.0,119,11.885537,11.885537,true,false
slechte,1,1.0,119,11.885537,11.885537,true,false
braising,1,1.0,119,11.885537,11.885537,true,false
eoo,1,1.0,120,11.877238,11.877238,true,false
consultation,2,1.693147,15800,7.0052,11.860835,true,false
clip,2,1.693147,15982,6.993748,11.841445,true,false
overhead,2,1.693147,16008,6.992123,11.838693,true,false
breading,1,1.0,126,11.828842,11.828842,true,false
union,8,3.079442,375025,3.838278,11.819754,true,false
oad,1,1.0,128,11.813216,11.813216,true,false
heather,2,1.693147,16526,6.960278,11.784775,true,false
onf,1,1.0,134,11.767754,11.767754,true,false
oct,2,1.693147,16737,6.947592,11.763296,true,false
severall,1,1.0,135,11.760374,11.760374,true,false
heeft,1,1.0,135,11.760374,11.760374,true,false
meed,1,1.0,136,11.753048,11.753048,true,false
information,7,2.94591,325155,3.980969,11.727576,true,false
desiccant,1,1.0,141,11.717202,11.717202,true,false
list,20,3.995732,930315,2.929749,11.706494,true,false
mout,1,1.0,143,11.703216,11.703216,true,false
pressurisation,1,1.0,144,11.696295,11.696295,true,false
faul,1,1.0,145,11.689422,11.689422,true,false
manhandling,1,1.0,148,11.669083,11.669083,true,false
displacement,2,1.693147,17699,6.891709,11.668678,true,false
gill,2,1.693147,17750,6.888832,11.663806,true,false
useable,1,1.0,150,11.655749,11.655749,true,false
strike,3,2.098612,67518,5.552865,11.65331,true,false
brade,1,1.0,151,11.649148,11.649148,true,false
departure,3,2.098612,68304,5.541291,11.629021,true,false
cleaning,2,1.693147,18231,6.862095,11.618537,true,false
scv,1,1.0,156,11.616783,11.616783,true,false
set,12,3.484907,622685,3.331231,11.60903,true,false
unscrewed,1,1.0,158,11.604125,11.604125,true,false
pervious,1,1.0,163,11.573162,11.573162,true,false
fod,1,1.0,163,11.573162,11.573162,true,false
deth,1,1.0,164,11.567083,11.567083,true,false
able,6,2.791759,282641,4.121093,11.505099,true,false
dpw,1,1.0,177,11.491245,11.491245,true,false
exel,1,1.0,178,11.485643,11.485643,true,false
cvv,1,1.0,178,11.485643,11.485643,true,false
acceptable,2,1.693147,19753,6.781918,11.482785,true,false
motor,3,2.098612,74212,5.458334,11.454927,true,false
flexible,2,1.693147,20119,6.763559,11.451701,true,false
repaired,2,1.693147,20241,6.757514,11.441466,true,false
posible,1,1.0,191,11.415534,11.415534,true,false
lugh,1,1.0,193,11.405171,11.405171,true,false
abh,1,1.0,193,11.405171,11.405171,true,false
remain,4,2.386294,148918,4.761871,11.363226,true,false
slot,2,1.693147,21539,6.695362,11.336233,true,false
suspect,2,1.693147,21825,6.682172,11.3139,true,false
month,5,2.609438,229679,4.328587,11.295178,true,false
napp,1,1.0,218,11.283957,11.283957,true,false
unl,1,1.0,224,11.256928,11.256928,true,false
elec,1,1.0,224,11.256928,11.256928,true,false
buton,1,1.0,228,11.239307,11.239307,true,false
stop,4,2.386294,157681,4.704693,11.226783,true,false
lateral,2,1.693147,23081,6.626221,11.219167,true,false
evidence,4,2.386294,158343,4.700504,11.216786,true,false
fef,1,1.0,241,11.184091,11.184091,true,false
gole,1,1.0,241,11.184091,11.184091,true,false
cut,4,2.386294,160765,4.685324,11.180562,true,false
locked,2,1.693147,23660,6.601445,11.177219,true,false
fron,1,1.0,249,11.151568,11.151568,true,false
troubleshoot,1,1.0,253,11.135695,11.135695,true,false
borst,1,1.0,253,11.135695,11.135695,true,false
opposite,3,2.098612,86438,5.305835,11.13489,true,false
average,5,2.609438,244708,4.265204,11.129785,true,false
supplement,2,1.693147,24376,6.571634,11.126743,true,false
half,7,2.94591,399992,3.773827,11.117354,true,false
mfp,1,1.0,266,11.08578,11.08578,true,false
madding,1,1.0,269,11.074607,11.074607,true,false
cluster,2,1.693147,25229,6.53724,11.068509,true,false
pocket,2,1.693147,25512,6.526085,11.049623,true,false
crisscross,1,1.0,276,11.049011,11.049011,true,false
discolouration,1,1.0,277,11.045408,11.045408,true,false
mutch,1,1.0,282,11.027582,11.027582,true,false
bothe,1,1.0,285,11.017037,11.017037,true,false
costumer,1,1.0,288,11.006602,11.006602,true,false
green,5,2.609438,256741,4.217202,11.004527,true,false
sicht,1,1.0,290,10.999706,10.999706,true,false
substance,2,1.693147,26530,6.48696,10.983378,true,false
lease,2,1.693147,26670,6.481697,10.974467,true,false
ghb,1,1.0,319,10.904708,10.904708,true,false
chafed,1,1.0,321,10.898477,10.898477,true,false
geen,1,1.0,327,10.880015,10.880015,true,false
input,2,1.693147,28283,6.422977,10.875046,true,false
config,1,1.0,331,10.867894,10.867894,true,false
pack,2,1.693147,28727,6.407401,10.848674,true,false
wich,1,1.0,339,10.844083,10.844083,true,false
floe,1,1.0,344,10.829484,10.829484,true,false
oval,2,1.693147,29591,6.37777,10.798503,true,false
hane,1,1.0,373,10.748773,10.748773,true,false
buttock,1,1.0,373,10.748773,10.748773,true,false
outside,5,2.609438,283185,4.11917,10.748718,true,false
minimal,2,1.693147,30993,6.33148,10.720127,true,false
sth,1,1.0,389,10.706882,10.706882,true,false
need,4,2.386294,196216,4.486052,10.705042,true,false
impingement,1,1.0,397,10.686577,10.686577,true,false
shoulder,2,1.693147,31710,6.30861,10.681405,true,false
insolation,1,1.0,410,10.654436,10.654436,true,false
transporte,1,1.0,414,10.64475,10.64475,true,false
onder,1,1.0,416,10.639943,10.639943,true,false
burns,2,1.693147,32857,6.273078,10.621245,true,false
familiarization,1,1.0,431,10.604603,10.604603,true,false
different,7,2.94591,476738,3.598304,10.600282,true,false
hasa,1,1.0,434,10.597683,10.597683,true,false
crimp,1,1.0,435,10.595387,10.595387,true,false
problem,3,2.098612,112177,5.045187,10.587891,true,false
cavitation,1,1.0,439,10.586254,10.586254,true,false
amendment,2,1.693147,33922,6.24118,10.567237,true,false
loop,2,1.693147,34155,6.234335,10.555647,true,false
layard,1,1.0,454,10.552731,10.552731,true,false
sev,1,1.0,456,10.548346,10.548346,true,false
page,4,2.386294,209704,4.419572,10.546399,true,false
cust,1,1.0,462,10.535302,10.535302,true,false
granule,1,1.0,469,10.520296,10.520296,true,false
layer,2,1.693147,34968,6.210812,10.515818,true,false
pen,2,1.693147,35128,6.206247,10.508089,true,false
ther,1,1.0,481,10.495085,10.495085,true,false
brown,4,2.386294,215947,4.390236,10.476395,true,false
stem,2,1.693147,35982,6.182227,10.46742,true,false
blue,4,2.386294,216894,4.38586,10.465954,true,false
accomplished,2,1.693147,36103,6.17887,10.461736,true,false
instruction,2,1.693147,36187,6.176546,10.457802,true,false
shiel,1,1.0,510,10.436659,10.436659,true,false
return,5,2.609438,320864,3.994253,10.422756,true,false
pilon,1,1.0,519,10.4192,10.4192,true,false
error,2,1.693147,37069,6.152466,10.41703,true,false
senor,1,1.0,523,10.411537,10.411537,true,false
swab,1,1.0,527,10.403933,10.403933,true,false
delta,2,1.693147,37810,6.132674,10.383519,true,false
driveshaft,1,1.0,546,10.36858,10.36858,true,false
alem,1,1.0,551,10.359481,10.359481,true,false
weft,1,1.0,558,10.346879,10.346879,true,false
label,3,2.098612,126083,4.928325,10.342644,true,false
beaty,1,1.0,581,10.306558,10.306558,true,false
lik,1,1.0,585,10.299709,10.299709,true,false
birdcage,1,1.0,587,10.296302,10.296302,true,false
actuation,1,1.0,609,10.25957,10.25957,true,false
misfire,1,1.0,621,10.240089,10.240089,true,false
smooth,2,1.693147,41553,6.03828,10.223696,true,false
wide,4,2.386294,243302,4.270966,10.191782,true,false
wall,3,2.098612,136067,4.852119,10.182716,true,false
padi,1,1.0,670,10.16426,10.16426,true,false
micrometer,1,1.0,682,10.146534,10.146534,true,false
vertical,2,1.693147,43806,5.98548,10.134299,true,false
rubi,1,1.0,693,10.130557,10.130557,true,false
inti,1,1.0,693,10.130557,10.130557,true,false
nacelle,1,1.0,710,10.106356,10.106356,true,false
vanes,1,1.0,713,10.102146,10.102146,true,false
solder,1,1.0,717,10.096559,10.096559,true,false
mechanism,2,1.693147,44828,5.962418,10.095252,true,false
staat,1,1.0,733,10.07452,10.07452,true,false
inflight,1,1.0,738,10.067731,10.067731,true,false
danger,2,1.693147,45853,5.939811,10.056975,true,false
hase,1,1.0,748,10.05429,10.05429,true,false
thick,2,1.693147,46421,5.9275,10.03613,true,false
work,10,3.302585,835099,3.037722,10.032336,true,false
burned,2,1.693147,47289,5.908975,10.004764,true,false
invoice,1,1.0,792,9.997206,9.997206,true,false
spry,1,1.0,799,9.988417,9.988417,true,false
placard,1,1.0,807,9.978467,9.978467,true,false
bootstrap,1,1.0,815,9.968615,9.968615,true,false
screwdriver,1,1.0,826,9.955224,9.955224,true,false
mail,2,1.693147,49386,5.865586,9.931301,true,false
bellow,1,1.0,847,9.930148,9.930148,true,false
bij,1,1.0,873,9.899949,9.899949,true,false
conformance,1,1.0,889,9.881807,9.881807,true,false
shell,2,1.693147,52134,5.811437,9.839618,true,false
camber,1,1.0,933,9.833552,9.833552,true,false
sliver,1,1.0,934,9.832482,9.832482,true,false
land,5,2.609438,404361,3.762963,9.819219,true,false
alternate,2,1.693147,53046,5.794095,9.810256,true,false
extinguisher,1,1.0,958,9.807138,9.807138,true,false
pug,1,1.0,1009,9.755323,9.755323,true,false
indentation,1,1.0,1014,9.750385,9.750385,true,false
couplings,1,1.0,1024,9.740581,9.740581,true,false
buckles,1,1.0,1043,9.722214,9.722214,true,false
scouring,1,1.0,1057,9.708893,9.708893,true,false
remove,2,1.693147,57009,5.722047,9.688268,true,false
relation,2,1.693147,57406,5.715107,9.676518,true,false
advice,2,1.693147,58243,5.700633,9.65201,true,false
prong,1,1.0,1174,9.604005,9.604005,true,false
site,5,2.609438,443319,3.670982,9.579199,true,false
haro,1,1.0,1207,9.576308,9.576308,true,false
separator,1,1.0,1212,9.572177,9.572177,true,false
close,4,2.386294,315710,4.010446,9.570106,true,false
tie,2,1.693147,61974,5.638543,9.546882,true,false
room,3,2.098612,185424,4.542623,9.533205,true,false
sigh,1,1.0,1278,9.519195,9.519195,true,false
silver,3,2.098612,186711,4.535706,9.518689,true,false
lar,1,1.0,1279,9.518414,9.518414,true,false
locator,1,1.0,1314,9.491437,9.491437,true,false
loosening,1,1.0,1339,9.472604,9.472604,true,false
print,2,1.693147,64859,5.593043,9.469844,true,false
centerline,1,1.0,1345,9.468136,9.468136,true,false
brushing,1,1.0,1404,9.425236,9.425236,true,false
fairing,1,1.0,1421,9.413209,9.413209,true,false
irreparable,1,1.0,1444,9.397164,9.397164,true,false
whit,1,1.0,1453,9.390955,9.390955,true,false
splice,1,1.0,1495,9.362479,9.362479,true,false
use,6,2.791759,612060,3.348442,9.348044,true,false
pant,1,1.0,1596,9.297147,9.297147,true,false
soot,1,1.0,1600,9.294645,9.294645,true,false
water,4,2.386294,355259,3.892424,9.288469,true,false
threat,2,1.693147,72249,5.485141,9.287152,true,false
rework,1,1.0,1667,9.253648,9.253648,true,false
thad,1,1.0,1691,9.239362,9.239362,true,false
shank,1,1.0,1706,9.230536,9.230536,true,false
airspeed,1,1.0,1746,9.207374,9.207374,true,false
pomp,1,1.0,1762,9.198257,9.198257,true,false
passenger,2,1.693147,77555,5.414273,9.167162,true,false
fuzz,1,1.0,1885,9.130815,9.130815,true,false
cadmium,1,1.0,1886,9.130285,9.130285,true,false
boro,1,1.0,1916,9.114512,9.114512,true,false
bode,1,1.0,1959,9.092329,9.092329,true,false
great,5,2.609438,536592,3.480034,9.080932,true,false
demand,2,1.693147,82111,5.357189,9.07051,true,false
choking,1,1.0,2008,9.067637,9.067637,true,false
opening,3,2.098612,234953,4.305884,9.036381,true,false
unbound,1,1.0,2101,9.022384,9.022384,true,false
electrode,1,1.0,2103,9.021433,9.021433,true,false
painting,2,1.693147,84876,5.32407,9.014435,true,false
graze,1,1.0,2151,8.998876,8.998876,true,false
weight,2,1.693147,85786,5.313406,8.996379,true,false
bead,1,1.0,2174,8.988245,8.988245,true,false
flat,2,1.693147,86255,5.307954,8.987147,true,false
hoist,1,1.0,2218,8.968217,8.968217,true,false
folder,1,1.0,2310,8.927593,8.927593,true,false
factory,2,1.693147,89699,5.268803,8.920859,true,false
sludge,1,1.0,2409,8.885647,8.885647,true,false
order,5,2.609438,579160,3.403693,8.881726,true,false
discard,1,1.0,2419,8.881506,8.881506,true,false
cross,3,2.098612,253052,4.231675,8.880644,true,false
plating,1,1.0,2444,8.871228,8.871228,true,false
extra,2,1.693147,92412,5.239006,8.870408,true,false
undamaged,1,1.0,2454,8.867147,8.867147,true,false
post,4,2.386294,425125,3.712888,8.860044,true,false
stock,2,1.693147,93245,5.230032,8.855215,true,false
staggering,1,1.0,2494,8.850985,8.850985,true,false
hinge,1,1.0,2499,8.848983,8.848983,true,false
conformation,1,1.0,2566,8.822536,8.822536,true,false
application,2,1.693147,95173,5.209567,8.820563,true,false
outermost,1,1.0,2728,8.761338,8.761338,true,false
start,3,2.098612,268059,4.174063,8.759739,true,false
type,3,2.098612,268379,4.17287,8.757236,true,false
millimeter,1,1.0,2780,8.742463,8.742463,true,false
overload,1,1.0,2849,8.717955,8.717955,true,false
active,3,2.098612,278120,4.137217,8.682415,true,false
jammed,1,1.0,2997,8.667328,8.667328,true,false
sticker,1,1.0,2997,8.667328,8.667328,true,false
filthy,1,1.0,3004,8.664996,8.664996,true,false
adjacent,2,1.693147,104395,5.117082,8.663973,true,false
restrain,1,1.0,3024,8.658363,8.658363,true,false
wil,1,1.0,3066,8.644574,8.644574,true,false
block,2,1.693147,106641,5.095796,8.627933,true,false
expiry,1,1.0,3123,8.626159,8.626159,true,false
range,3,2.098612,286337,4.108101,8.621311,true,false
burner,1,1.0,3190,8.604939,8.604939,true,false
stag,1,1.0,3231,8.592172,8.592172,true,false
crank,1,1.0,3251,8.586003,8.586003,true,false
finish,2,1.693147,109464,5.069669,8.583695,true,false
strapped,1,1.0,3287,8.574994,8.574994,true,false
ferro,1,1.0,3293,8.573171,8.573171,true,false
override,1,1.0,3366,8.551251,8.551251,true,false
molten,1,1.0,3376,8.548286,8.548286,true,false
new,16,3.772589,1819374,2.259025,8.522373,true,false
grounding,1,1.0,3594,8.48573,8.48573,true,false
way,4,2.386294,499808,3.551048,8.473845,true,false
porous,1,1.0,3711,8.453703,8.453703,true,false
unprotected,1,1.0,3799,8.430273,8.430273,true,false
liter,1,1.0,3835,8.420843,8.420843,true,false
middle,3,2.098612,316315,4.008532,8.412354,true,false
resilient,1,1.0,3960,8.388777,8.388777,true,false
concentric,1,1.0,4095,8.355263,8.355263,true,false
strap,1,1.0,4098,8.354531,8.354531,true,false
bulge,1,1.0,4103,8.353312,8.353312,true,false
lyn,1,1.0,4271,8.313192,8.313192,true,false
som,1,1.0,4303,8.305729,8.305729,true,false
quadrant,1,1.0,4305,8.305264,8.305264,true,false
amount,2,1.693147,129239,4.903602,8.302521,true,false
deformation,1,1.0,4322,8.301324,8.301324,true,false
circumference,1,1.0,4414,8.280266,8.280266,true,false
splinter,1,1.0,4488,8.263644,8.263644,true,false
look,2,1.693147,133178,4.87358,8.251687,true,false
cleanup,1,1.0,4565,8.246636,8.246636,true,false
hot,2,1.693147,135657,4.855137,8.220461,true,false
rupture,1,1.0,4843,8.187533,8.187533,true,false
jelly,1,1.0,4861,8.183824,8.183824,true,false
split,2,1.693147,139897,4.82436,8.168352,true,false
difficult,2,1.693147,141547,4.812635,8.148499,true,false
bridge,2,1.693147,146116,4.780866,8.09471,true,false
complain,1,1.0,5382,8.082028,8.082028,true,false
pedestal,1,1.0,5533,8.054363,8.054363,true,false
bypassing,1,1.0,5533,8.054363,8.054363,true,false
dark,2,1.693147,149915,4.755198,8.051251,true,false
cause,2,1.693147,151400,4.745342,8.034562,true,false
distance,2,1.693147,151793,4.742749,8.030173,true,false
addition,3,2.098612,383697,3.815418,8.007083,true,false
mag,1,1.0,5858,7.997295,7.997295,true,false
disbanding,1,1.0,5869,7.995419,7.995419,true,false
mesh,1,1.0,5889,7.992018,7.992018,true,false
attention,2,1.693147,155381,4.719387,7.990617,true,false
dead,2,1.693147,156812,4.71022,7.975095,true,false
expiration,1,1.0,6106,7.955838,7.955838,true,false
removed,2,1.693147,158702,4.698239,7.95481,true,false
mass,2,1.693147,158942,4.696728,7.952252,true,false
grooves,1,1.0,6339,7.918395,7.918395,true,false
standardization,1,1.0,6361,7.914931,7.914931,true,false
champion,2,1.693147,165537,4.656073,7.883417,true,false
shutdown,1,1.0,6754,7.854991,7.854991,true,false
breakaway,1,1.0,6762,7.853807,7.853807,true,false
rave,1,1.0,6924,7.830136,7.830136,true,false
thorn,1,1.0,6959,7.825094,7.825094,true,false
linden,1,1.0,6964,7.824376,7.824376,true,false
time,9,3.197225,1508102,2.446666,7.82254,true,false
vendor,1,1.0,7173,7.79481,7.79481,true,false
superficial,1,1.0,7213,7.78925,7.78925,true,false
deficiency,1,1.0,7286,7.779182,7.779182,true,false
shipment,1,1.0,7358,7.76935,7.76935,true,false
clockwise,1,1.0,7384,7.765823,7.765823,true,false
lange,1,1.0,7580,7.739629,7.739629,true,false
til,1,1.0,7620,7.734366,7.734366,true,false
fade,1,1.0,7652,7.730176,7.730176,true,false
sound,2,1.693147,184060,4.550006,7.70383,true,false
usable,1,1.0,7991,7.686833,7.686833,true,false
rusty,1,1.0,8006,7.684957,7.684957,true,false
specific,2,1.693147,188081,4.528396,7.66724,true,false
mating,1,1.0,8263,7.653365,7.653365,true,false
dissolve,1,1.0,8321,7.646371,7.646371,true,false
distribution,2,1.693147,193219,4.501444,7.621608,true,false
feather,1,1.0,8581,7.615607,7.615607,true,false
tow,1,1.0,8935,7.575186,7.575186,true,false
form,3,2.098612,473822,3.60444,7.564322,true,false
operation,2,1.693147,200166,4.466122,7.561801,true,false
elbow,1,1.0,9077,7.55942,7.55942,true,false
fore,1,1.0,9267,7.538706,7.538706,true,false
adjustment,1,1.0,9491,7.514824,7.514824,true,false
stationary,1,1.0,9931,7.469512,7.469512,true,false
don,2,1.693147,211606,4.410543,7.467698,true,false
positioning,1,1.0,9954,7.467199,7.467199,true,false
ware,1,1.0,9992,7.463389,7.463389,true,false
key,2,1.693147,212155,4.407952,7.463311,true,false
alt,1,1.0,10075,7.455117,7.455117,true,false
federal,2,1.693147,213420,4.402007,7.453246,true,false
administration,2,1.693147,213464,4.401801,7.452897,true,false
por,1,1.0,10170,7.445733,7.445733,true,false
size,2,1.693147,214908,4.395059,7.441482,true,false
processor,1,1.0,10335,7.429641,7.429641,true,false
lea,1,1.0,10353,7.427901,7.427901,true,false
emigration,1,1.0,10448,7.418767,7.418767,true,false
smell,1,1.0,10552,7.408863,7.408863,true,false
checking,1,1.0,10554,7.408674,7.408674,true,false
noticeable,1,1.0,10790,7.386561,7.386561,true,false
regulating,1,1.0,10909,7.375594,7.375594,true,false
calculation,1,1.0,11000,7.367287,7.367287,true,false
los,2,1.693147,224678,4.350601,7.366208,true,false
aren,1,1.0,11149,7.353834,7.353834,true,false
spark,1,1.0,11674,7.307824,7.307824,true,false
bubble,1,1.0,11767,7.29989,7.29989,true,false
aug,1,1.0,12033,7.277538,7.277538,true,false
silicon,1,1.0,12419,7.245966,7.245966,true,false
crater,1,1.0,12432,7.244919,7.244919,true,false
wash,1,1.0,12509,7.238745,7.238745,true,false
wit,1,1.0,12583,7.232847,7.232847,true,false
jacket,1,1.0,12793,7.216297,7.216297,true,false
mound,1,1.0,12833,7.213176,7.213176,true,false
duel,1,1.0,12854,7.211541,7.211541,true,false
bust,1,1.0,12857,7.211307,7.211307,true,false
texture,1,1.0,13295,7.17781,7.17781,true,false
